sub_category,product_id,cost_price,list_price,quantity,discount_percent,profit,discount,sales_price
Storage,OFF-ST-10000760,130,150,11,4,13.0,13.0,156.0
Storage,OFF-ST-10002301,50,60,3,4,5.0,5.0,60.0
Supplies,OFF-SU-10004884,90,110,7,5,9.0,9.0,108.0
Fasteners,OFF-FA-10003112,10,10,1,3,1.0,1.0,12.0
Binders,OFF-BI-10000069,30,40,3,4,3.0,3.0,36.0
Art,OFF-AR-10001958,50,50,4,2,5.0,5.0,60.0
Storage,OFF-ST-10001321,70,90,6,3,7.0,7.0,84.0
Art,OFF-AR-10003504,10,10,3,3,1.0,1.0,12.0
Storage,OFF-ST-10000419,30,40,3,5,3.0,3.0,36.0
Labels,OFF-LA-10004559,10,10,5,5,1.0,1.0,12.0
Phones,TEC-PH-10001644,130,150,5,3,13.0,13.0,156.0
Supplies,OFF-SU-10004782,20,20,2,2,2.0,2.0,24.0
Paper,OFF-PA-10002250,20,20,3,4,2.0,2.0,24.0
Appliances,OFF-AP-10001394,340,380,2,4,34.0,34.0,408.0
Paper,OFF-PA-10001838,20,20,3,3,2.0,2.0,24.0
Storage,OFF-ST-10004340,300,370,6,2,30.0,30.0,360.0
Furnishings,FUR-FU-10003664,1190,1340,14,3,119.0,119.0,1428.0
Phones,TEC-PH-10004897,30,30,3,3,3.0,3.0,36.0
Chairs,FUR-CH-10000454,350,390,2,2,35.0,35.0,420.0
Furnishings,FUR-FU-10004017,90,100,5,2,9.0,9.0,108.0
Paper,OFF-PA-10000241,60,70,3,4,6.0,6.0,72.0
Paper,OFF-PA-10003016,20,20,5,4,2.0,2.0,24.0
Art,OFF-AR-10001615,60,60,3,3,6.0,6.0,72.0
Paper,OFF-PA-10002713,30,30,5,5,3.0,3.0,36.0
Tables,FUR-TA-10002958,280,310,2,4,28.0,28.0,336.0
Chairs,FUR-CH-10003746,740,870,3,3,74.0,74.0,888.0
Appliances,OFF-AP-10003217,720,800,6,4,72.0,72.0,864.0
Paper,OFF-PA-10001526,30,40,9,2,3.0,3.0,36.0
Accessories,TEC-AC-10002857,20,20,4,4,2.0,2.0,24.0
Furnishings,FUR-FU-10003039,40,40,1,3,4.0,4.0,48.0
Paper,OFF-PA-10002615,30,30,7,3,3.0,3.0,36.0
Supplies,OFF-SU-10002573,60,70,4,3,6.0,6.0,72.0
Bookcases,FUR-BO-10004015,430,510,5,3,43.0,43.0,516.0
Furnishings,FUR-FU-10001979,100,120,3,2,10.0,10.0,120.0
Chairs,FUR-CH-10003833,90,100,2,5,9.0,9.0,108.0
Chairs,FUR-CH-10004495,680,720,3,2,68.0,68.0,816.0
Labels,OFF-LA-10001613,10,10,5,4,1.0,1.0,12.0
Furnishings,FUR-FU-10003247,140,170,8,3,14.0,14.0,168.0
Tables,FUR-TA-10004442,150,170,1,3,15.0,15.0,180.0
Accessories,TEC-AC-10001314,90,100,2,2,9.0,9.0,108.0
Phones,TEC-PH-10001619,140,160,1,5,14.0,14.0,168.0
Accessories,TEC-AC-10002323,30,40,2,2,3.0,3.0,36.0
Furnishings,FUR-FU-10000820,10,10,1,5,1.0,1.0,12.0
Chairs,FUR-CH-10004287,320,390,2,3,32.0,32.0,384.0
Accessories,TEC-AC-10000474,330,380,5,5,33.0,33.0,396.0
Phones,TEC-PH-10001494,450,540,3,4,45.0,45.0,540.0
Paper,OFF-PA-10004996,40,40,5,2,4.0,4.0,48.0
Binders,OFF-BI-10004318,50,50,1,5,5.0,5.0,60.0
Storage,OFF-ST-10002574,520,550,5,5,52.0,52.0,624.0
Binders,OFF-BI-10002353,20,20,5,3,2.0,2.0,24.0
Storage,OFF-ST-10003641,110,130,2,2,11.0,11.0,132.0
Machines,TEC-MA-10001148,420,450,3,4,42.0,42.0,504.0
Appliances,OFF-AP-10000026,190,200,4,3,19.0,19.0,228.0
Furnishings,FUR-FU-10003878,40,40,3,4,4.0,4.0,48.0
Chairs,FUR-CH-10001146,70,90,2,3,7.0,7.0,84.0
Furnishings,FUR-FU-10003919,30,30,2,3,3.0,3.0,36.0
Binders,OFF-BI-10000605,10,10,3,4,1.0,1.0,12.0
Binders,OFF-BI-10000309,30,30,2,4,3.0,3.0,36.0
Paper,OFF-PA-10003349,10,10,2,4,1.0,1.0,12.0
Paper,OFF-PA-10003063,20,20,4,5,2.0,2.0,24.0
Appliances,OFF-AP-10003971,20,30,3,4,2.0,2.0,24.0
Fasteners,OFF-FA-10004838,0,0,3,3,0.0,0.0,0.0
Binders,OFF-BI-10001097,10,10,5,2,1.0,1.0,12.0
Binders,OFF-BI-10000605,10,10,3,4,1.0,1.0,12.0
Binders,OFF-BI-10003314,20,20,6,4,2.0,2.0,24.0
Art,OFF-AR-10002067,90,100,5,2,9.0,9.0,108.0
Binders,OFF-BI-10001031,20,20,5,5,2.0,2.0,24.0
Furnishings,FUR-FU-10003832,50,50,5,2,5.0,5.0,60.0
Binders,OFF-BI-10000138,20,20,5,3,2.0,2.0,24.0
Tables,FUR-TA-10004607,190,240,2,5,19.0,19.0,228.0
Labels,OFF-LA-10003148,20,20,3,2,2.0,2.0,24.0
Paper,OFF-PA-10001804,10,10,2,3,1.0,1.0,12.0
Storage,OFF-ST-10000036,220,240,3,3,22.0,22.0,264.0
Paper,OFF-PA-10001166,10,10,1,5,1.0,1.0,12.0
Paper,OFF-PA-10001033,60,70,2,4,6.0,6.0,72.0
Furnishings,FUR-FU-10004597,20,20,1,2,2.0,2.0,24.0
Paper,OFF-PA-10000418,350,420,5,5,35.0,35.0,420.0
Furnishings,FUR-FU-10004090,70,90,5,5,7.0,7.0,84.0
Art,OFF-AR-10000390,10,10,3,3,1.0,1.0,12.0
Chairs,FUR-CH-10003774,260,320,5,4,26.0,26.0,312.0
Binders,OFF-BI-10002412,10,10,5,3,1.0,1.0,12.0
Phones,TEC-PH-10002415,1350,1420,6,5,135.0,135.0,1620.0
Phones,TEC-PH-10003505,140,150,2,4,14.0,14.0,168.0
Labels,OFF-LA-10003663,10,10,4,3,1.0,1.0,12.0
Storage,OFF-ST-10001780,850,1040,2,2,85.0,85.0,1020.0
Phones,TEC-PH-10002033,520,570,2,4,52.0,52.0,624.0
Binders,OFF-BI-10001036,10,10,1,5,1.0,1.0,12.0
Furnishings,FUR-FU-10001468,1020,1200,7,3,102.0,102.0,1224.0
Bookcases,FUR-BO-10001519,470,520,9,3,47.0,47.0,564.0
Copiers,TEC-CO-10001943,530,640,4,4,53.0,53.0,636.0
Paper,OFF-PA-10003127,40,50,2,3,4.0,4.0,48.0
Accessories,TEC-AC-10002076,460,540,9,5,46.0,46.0,552.0
Art,OFF-AR-10003338,10,10,2,5,1.0,1.0,12.0
Paper,OFF-PA-10004610,20,30,8,5,2.0,2.0,24.0
Storage,OFF-ST-10001272,240,260,2,4,24.0,24.0,288.0
Appliances,OFF-AP-10001366,80,90,8,2,8.0,8.0,96.0
Furnishings,FUR-FU-10001424,30,30,4,3,3.0,3.0,36.0
Paper,OFF-PA-10000349,10,10,3,5,1.0,1.0,12.0
Furnishings,FUR-FU-10002456,10,10,2,4,1.0,1.0,12.0
Binders,OFF-BI-10002609,0,0,4,4,0.0,0.0,0.0
Storage,OFF-ST-10001522,140,150,2,2,14.0,14.0,168.0
Copiers,TEC-CO-10000971,1410,1500,5,2,141.0,141.0,1692.0
Art,OFF-AR-10000034,10,10,4,3,1.0,1.0,12.0
Chairs,FUR-CH-10004063,2290,2570,9,3,229.0,229.0,2748.0
Binders,OFF-BI-10004632,570,610,2,5,57.0,57.0,684.0
Art,OFF-AR-10001662,10,10,2,3,1.0,1.0,12.0
Phones,TEC-PH-10004977,330,390,2,4,33.0,33.0,396.0
Phones,TEC-PH-10004539,630,760,4,5,63.0,63.0,756.0
Fasteners,OFF-FA-10001883,30,30,4,4,3.0,3.0,36.0
Paper,OFF-PA-10000955,10,10,1,4,1.0,1.0,12.0
Envelopes,OFF-EN-10002500,10,10,1,3,1.0,1.0,12.0
Binders,OFF-BI-10004654,20,20,4,5,2.0,2.0,24.0
Chairs,FUR-CH-10003774,360,450,7,4,36.0,36.0,432.0
Art,OFF-AR-10004707,0,0,1,4,0.0,0.0,0.0
Binders,OFF-BI-10004040,20,30,5,5,2.0,2.0,24.0
Paper,OFF-PA-10001184,20,30,5,2,2.0,2.0,24.0
Accessories,TEC-AC-10004145,2120,2250,9,3,212.0,212.0,2544.0
Tables,FUR-TA-10003473,1000,1050,4,5,100.0,100.0,1200.0
Paper,OFF-PA-10003172,10,10,2,2,1.0,1.0,12.0
Furnishings,FUR-FU-10003799,90,110,6,2,9.0,9.0,108.0
Phones,TEC-PH-10002583,110,120,6,4,11.0,11.0,132.0
Paper,OFF-PA-10004239,10,10,3,4,1.0,1.0,12.0
Tables,FUR-TA-10002855,460,510,5,5,46.0,46.0,552.0
Appliances,OFF-AP-10001626,0,0,2,3,0.0,0.0,0.0
Binders,OFF-BI-10004022,0,0,2,2,0.0,0.0,0.0
Furnishings,FUR-FU-10003601,230,280,3,5,23.0,23.0,276.0
Fasteners,OFF-FA-10000490,0,0,4,5,0.0,0.0,0.0
Art,OFF-AR-10004042,60,70,4,4,6.0,6.0,72.0
Furnishings,FUR-FU-10002960,20,20,3,4,2.0,2.0,24.0
Accessories,TEC-AC-10000991,120,140,3,3,12.0,12.0,144.0
Phones,TEC-PH-10004977,410,470,3,3,41.0,41.0,492.0
Art,OFF-AR-10000817,10,10,2,3,1.0,1.0,12.0
Phones,TEC-PH-10002447,140,160,1,4,14.0,14.0,168.0
Envelopes,OFF-EN-10003134,20,20,2,2,2.0,2.0,24.0
Binders,OFF-BI-10000309,10,10,4,4,1.0,1.0,12.0
Phones,TEC-PH-10001615,40,50,2,4,4.0,4.0,48.0
Storage,OFF-ST-10003208,300,360,2,4,30.0,30.0,360.0
Paper,OFF-PA-10000605,10,10,2,2,1.0,1.0,12.0
Phones,TEC-PH-10000560,1720,1890,9,3,172.0,172.0,2064.0
Storage,OFF-ST-10003455,50,60,5,4,5.0,5.0,60.0
Furnishings,FUR-FU-10002937,350,400,5,4,35.0,35.0,420.0
Storage,OFF-ST-10001837,190,240,7,2,19.0,19.0,228.0
Art,OFF-AR-10004757,10,10,5,2,1.0,1.0,12.0
Binders,OFF-BI-10004236,30,30,2,5,3.0,3.0,36.0
Appliances,OFF-AP-10000159,180,210,5,4,18.0,18.0,216.0
Binders,OFF-BI-10003274,20,20,4,4,2.0,2.0,24.0
Accessories,TEC-AC-10001013,120,150,5,4,12.0,12.0,144.0
Storage,OFF-ST-10004963,20,20,1,2,2.0,2.0,24.0
Labels,OFF-LA-10004409,10,10,2,5,1.0,1.0,12.0
Copiers,TEC-CO-10001046,1160,1400,2,2,116.0,116.0,1392.0
Binders,OFF-BI-10002824,10,10,2,3,1.0,1.0,12.0
Binders,OFF-BI-10001757,10,10,6,2,1.0,1.0,12.0
Chairs,FUR-CH-10004477,70,90,2,3,7.0,7.0,84.0
Envelopes,OFF-EN-10003072,20,20,7,5,2.0,2.0,24.0
Chairs,FUR-CH-10003973,1420,1490,5,4,142.0,142.0,1704.0
Envelopes,OFF-EN-10001028,60,70,6,2,6.0,6.0,72.0
Furnishings,FUR-FU-10003829,10,10,3,4,1.0,1.0,12.0
Paper,OFF-PA-10002245,30,40,6,5,3.0,3.0,36.0
Binders,OFF-BI-10002215,20,20,3,3,2.0,2.0,24.0
Binders,OFF-BI-10003925,790,930,3,3,79.0,79.0,948.0
Furnishings,FUR-FU-10002298,240,270,3,5,24.0,24.0,288.0
Chairs,FUR-CH-10004853,460,480,4,2,46.0,46.0,552.0
Chairs,FUR-CH-10002880,170,200,2,2,17.0,17.0,204.0
Bookcases,FUR-BO-10004709,210,230,5,5,21.0,21.0,252.0
Supplies,OFF-SU-10004231,30,30,3,2,3.0,3.0,36.0
Furnishings,FUR-FU-10000820,10,10,2,3,1.0,1.0,12.0
Paper,OFF-PA-10001736,60,70,2,4,6.0,6.0,72.0
Storage,OFF-ST-10003306,100,110,1,4,10.0,10.0,120.0
Binders,OFF-BI-10003707,30,40,8,5,3.0,3.0,36.0
Bookcases,FUR-BO-10003546,210,240,8,2,21.0,21.0,252.0
Phones,TEC-PH-10000213,40,50,2,2,4.0,4.0,48.0
Furnishings,FUR-FU-10001488,470,510,6,2,47.0,47.0,564.0
Phones,TEC-PH-10004833,60,60,6,2,6.0,6.0,72.0
Chairs,FUR-CH-10002335,780,910,5,5,78.0,78.0,936.0
Phones,TEC-PH-10001128,600,720,6,2,60.0,60.0,720.0
Phones,TEC-PH-10004667,650,760,7,2,65.0,65.0,780.0
Binders,OFF-BI-10004817,10,10,5,3,1.0,1.0,12.0
Binders,OFF-BI-10004140,0,0,1,3,0.0,0.0,0.0
Furnishings,FUR-FU-10004671,20,20,3,2,2.0,2.0,24.0
Envelopes,OFF-EN-10002592,20,30,3,2,2.0,2.0,24.0
Phones,TEC-PH-10004447,730,830,6,2,73.0,73.0,876.0
Binders,OFF-BI-10003669,10,10,3,2,1.0,1.0,12.0
Paper,OFF-PA-10000223,30,30,4,5,3.0,3.0,36.0
Bookcases,FUR-BO-10004467,290,350,7,3,29.0,29.0,348.0
Art,OFF-AR-10000716,20,20,5,4,2.0,2.0,24.0
Paper,OFF-PA-10003641,150,160,6,2,15.0,15.0,180.0
Binders,OFF-BI-10004519,470,500,3,3,47.0,47.0,564.0
Appliances,OFF-AP-10002518,470,530,3,4,47.0,47.0,564.0
Paper,OFF-PA-10000806,150,170,3,5,15.0,15.0,180.0
Furnishings,FUR-FU-10003142,20,30,6,5,2.0,2.0,24.0
Chairs,FUR-CH-10000454,160,170,1,4,16.0,16.0,192.0
Bookcases,FUR-BO-10003894,190,200,4,4,19.0,19.0,228.0
Accessories,TEC-AC-10001714,60,60,2,4,6.0,6.0,72.0
Chairs,FUR-CH-10001190,410,440,4,5,41.0,41.0,492.0
Bookcases,FUR-BO-10000468,50,50,1,3,5.0,5.0,60.0
Accessories,TEC-AC-10001998,50,50,3,5,5.0,5.0,60.0
Paper,OFF-PA-10001534,20,20,4,2,2.0,2.0,24.0
Art,OFF-AR-10003045,20,30,9,3,2.0,2.0,24.0
Paper,OFF-PA-10001363,50,50,4,4,5.0,5.0,60.0
Fasteners,OFF-FA-10002280,20,20,3,3,2.0,2.0,24.0
Storage,OFF-ST-10003479,170,190,5,2,17.0,17.0,204.0
Tables,FUR-TA-10004607,540,590,4,4,54.0,54.0,648.0
Art,OFF-AR-10001022,0,0,1,3,0.0,0.0,0.0
Storage,OFF-ST-10004186,210,220,2,5,21.0,21.0,252.0
Accessories,TEC-AC-10000865,220,240,4,5,22.0,22.0,264.0
Accessories,TEC-AC-10000023,30,40,2,2,3.0,3.0,36.0
Phones,TEC-PH-10001750,50,50,1,2,5.0,5.0,60.0
Chairs,FUR-CH-10004997,480,560,3,5,48.0,48.0,576.0
Appliances,OFF-AP-10000275,2100,2630,8,5,210.0,210.0,2520.0
Art,OFF-AR-10004999,20,20,3,3,2.0,2.0,24.0
Storage,OFF-ST-10003816,380,420,3,2,38.0,38.0,456.0
Chairs,FUR-CH-10003968,100,130,2,3,10.0,10.0,120.0
Phones,TEC-PH-10000730,3150,3500,7,3,315.0,315.0,3780.0
Labels,OFF-LA-10004409,10,10,5,4,1.0,1.0,12.0
Paper,OFF-PA-10000675,100,120,3,2,10.0,10.0,120.0
Art,OFF-AR-10001573,10,10,4,2,1.0,1.0,12.0
Binders,OFF-BI-10001597,110,120,3,3,11.0,11.0,132.0
Furnishings,FUR-FU-10001196,20,20,3,5,2.0,2.0,24.0
Art,OFF-AR-10004602,120,130,7,5,12.0,12.0,144.0
Furnishings,FUR-FU-10000260,60,60,9,4,6.0,6.0,72.0
Chairs,FUR-CH-10001146,60,70,2,4,6.0,6.0,72.0
Art,OFF-AR-10000896,10,10,3,4,1.0,1.0,12.0
Chairs,FUR-CH-10000309,730,890,3,2,73.0,73.0,876.0
Binders,OFF-BI-10001989,120,150,7,3,12.0,12.0,144.0
Binders,OFF-BI-10001036,40,40,4,4,4.0,4.0,48.0
Phones,TEC-PH-10002103,200,230,3,2,20.0,20.0,240.0
Art,OFF-AR-10001473,10,10,2,5,1.0,1.0,12.0
Art,OFF-AR-10000411,30,40,3,5,3.0,3.0,36.0
Paper,OFF-PA-10000246,30,40,5,2,3.0,3.0,36.0
Machines,TEC-MA-10004086,30,30,5,5,3.0,3.0,36.0
Paper,OFF-PA-10003039,140,150,6,2,14.0,14.0,168.0
Accessories,TEC-AC-10004633,50,60,10,2,5.0,5.0,60.0
Paper,OFF-PA-10000289,10,10,2,5,1.0,1.0,12.0
Furnishings,FUR-FU-10003247,30,30,3,4,3.0,3.0,36.0
Furnishings,FUR-FU-10002191,10,10,2,5,1.0,1.0,12.0
Storage,OFF-ST-10001496,1170,1300,9,4,117.0,117.0,1404.0
Storage,OFF-ST-10000585,240,260,2,4,24.0,24.0,288.0
Paper,OFF-PA-10001166,30,30,4,5,3.0,3.0,36.0
Art,OFF-AR-10003651,20,20,7,5,2.0,2.0,24.0
Paper,OFF-PA-10001800,20,20,3,2,2.0,2.0,24.0
Paper,OFF-PA-10000791,10,10,2,3,1.0,1.0,12.0
Fasteners,OFF-FA-10000134,10,10,1,4,1.0,1.0,12.0
Art,OFF-AR-10001149,10,10,2,3,1.0,1.0,12.0
Furnishings,FUR-FU-10000010,10,10,3,4,1.0,1.0,12.0
Binders,OFF-BI-10000201,10,10,9,3,1.0,1.0,12.0
Paper,OFF-PA-10001776,20,20,2,3,2.0,2.0,24.0
Binders,OFF-BI-10003656,560,680,5,5,56.0,56.0,672.0
Tables,FUR-TA-10001539,150,190,1,2,15.0,15.0,180.0
Phones,TEC-PH-10004100,60,70,5,4,6.0,6.0,72.0
Phones,TEC-PH-10001580,460,540,5,3,46.0,46.0,552.0
Chairs,FUR-CH-10002335,690,730,4,4,69.0,69.0,828.0
Art,OFF-AR-10004707,10,10,3,5,1.0,1.0,12.0
Appliances,OFF-AP-10000576,40,40,1,5,4.0,4.0,48.0
Appliances,OFF-AP-10001394,730,850,5,2,73.0,73.0,876.0
Furnishings,FUR-FU-10003724,70,80,9,5,7.0,7.0,84.0
Appliances,OFF-AP-10002867,260,330,6,5,26.0,26.0,312.0
Accessories,TEC-AC-10002718,20,20,2,5,2.0,2.0,24.0
Labels,OFF-LA-10003121,20,20,5,2,2.0,2.0,24.0
Envelopes,OFF-EN-10002230,300,340,5,4,30.0,30.0,360.0
Phones,TEC-PH-10001819,230,250,7,2,23.0,23.0,276.0
Chairs,FUR-CH-10002304,110,130,7,4,11.0,11.0,132.0
Chairs,FUR-CH-10002602,1050,1210,8,2,105.0,105.0,1260.0
Binders,OFF-BI-10002414,10,10,1,2,1.0,1.0,12.0
Art,OFF-AR-10003696,30,30,1,2,3.0,3.0,36.0
Chairs,FUR-CH-10004495,240,300,1,2,24.0,24.0,288.0
Chairs,FUR-CH-10001270,240,260,3,2,24.0,24.0,288.0
Art,OFF-AR-10001615,60,60,3,3,6.0,6.0,72.0
Envelopes,OFF-EN-10003286,50,60,7,3,5.0,5.0,60.0
Bookcases,FUR-BO-10003660,380,440,2,4,38.0,38.0,456.0
Paper,OFF-PA-10002764,60,70,6,5,6.0,6.0,72.0
Machines,TEC-MA-10001695,620,700,6,2,62.0,62.0,744.0
Binders,OFF-BI-10002824,20,20,4,5,2.0,2.0,24.0
Binders,OFF-BI-10002571,10,10,4,4,1.0,1.0,12.0
Accessories,TEC-AC-10001553,60,70,5,5,6.0,6.0,72.0
Chairs,FUR-CH-10003973,780,890,3,5,78.0,78.0,936.0
Machines,TEC-MA-10002073,1160,1300,2,5,116.0,116.0,1392.0
Binders,OFF-BI-10003529,0,0,2,2,0.0,0.0,0.0
Chairs,FUR-CH-10000309,1230,1350,4,4,123.0,123.0,1476.0
Tables,FUR-TA-10004154,1460,1550,9,4,146.0,146.0,1752.0
Envelopes,OFF-EN-10003286,20,20,3,5,2.0,2.0,24.0
Accessories,TEC-AC-10001552,100,120,3,2,10.0,10.0,120.0
Storage,OFF-ST-10002790,110,120,2,4,11.0,11.0,132.0
Art,OFF-AR-10003217,20,20,4,5,2.0,2.0,24.0
Furnishings,FUR-FU-10002813,70,80,4,3,7.0,7.0,84.0
Paper,OFF-PA-10003848,30,30,4,2,3.0,3.0,36.0
Appliances,OFF-AP-10000240,100,110,2,4,10.0,10.0,120.0
Furnishings,FUR-FU-10004091,170,190,4,4,17.0,17.0,204.0
Binders,OFF-BI-10001071,70,80,4,4,7.0,7.0,84.0
Binders,OFF-BI-10003676,40,50,5,5,4.0,4.0,48.0
Furnishings,FUR-FU-10004864,70,80,3,3,7.0,7.0,84.0
Binders,OFF-BI-10003708,10,10,7,4,1.0,1.0,12.0
Art,OFF-AR-10002067,80,100,5,3,8.0,8.0,96.0
Art,OFF-AR-10003158,20,20,5,5,2.0,2.0,24.0
Furnishings,FUR-FU-10000193,120,130,4,5,12.0,12.0,144.0
Binders,OFF-BI-10000977,30,30,1,2,3.0,3.0,36.0
Copiers,TEC-CO-10001449,4320,5400,9,4,432.0,432.0,5184.0
Storage,OFF-ST-10000136,100,120,3,3,10.0,10.0,120.0
Paper,OFF-PA-10000743,30,40,6,4,3.0,3.0,36.0
Paper,OFF-PA-10001019,60,60,3,4,6.0,6.0,72.0
Accessories,TEC-AC-10003095,240,260,2,4,24.0,24.0,288.0
Bookcases,FUR-BO-10002916,150,170,1,4,15.0,15.0,180.0
Furnishings,FUR-FU-10002506,30,40,3,5,3.0,3.0,36.0
Paper,OFF-PA-10003823,130,150,5,3,13.0,13.0,156.0
Tables,FUR-TA-10004619,380,450,4,3,38.0,38.0,456.0
Appliances,OFF-AP-10001271,140,150,3,5,14.0,14.0,168.0
Accessories,TEC-AC-10002331,20,20,3,3,2.0,2.0,24.0
Paper,OFF-PA-10003228,160,200,4,2,16.0,16.0,192.0
Paper,OFF-PA-10002586,10,10,3,5,1.0,1.0,12.0
Accessories,TEC-AC-10002049,1400,1690,4,4,140.0,140.0,1680.0
Bookcases,FUR-BO-10000362,310,340,2,3,31.0,31.0,372.0
Chairs,FUR-CH-10004218,540,610,6,4,54.0,54.0,648.0
Appliances,OFF-AP-10003779,150,190,1,2,15.0,15.0,180.0
Binders,OFF-BI-10003527,3160,3810,3,3,316.0,316.0,3792.0
Binders,OFF-BI-10002897,30,30,9,4,3.0,3.0,36.0
Phones,TEC-PH-10002584,530,630,1,5,53.0,53.0,636.0
Tables,FUR-TA-10001095,1440,1570,9,3,144.0,144.0,1728.0
Binders,OFF-BI-10004002,20,20,1,4,2.0,2.0,24.0
Accessories,TEC-AC-10004518,130,160,8,3,13.0,13.0,156.0
Appliances,OFF-AP-10002191,140,180,3,5,14.0,14.0,168.0
Tables,FUR-TA-10004575,700,870,3,5,70.0,70.0,840.0
Paper,OFF-PA-10003177,10,10,2,4,1.0,1.0,12.0
Labels,OFF-LA-10003923,80,90,6,4,8.0,8.0,96.0
Phones,TEC-PH-10001051,280,320,4,4,28.0,28.0,336.0
Chairs,FUR-CH-10004754,150,170,7,2,15.0,15.0,180.0
Paper,OFF-PA-10000357,150,160,5,4,15.0,15.0,180.0
Binders,OFF-BI-10001787,10,10,4,4,1.0,1.0,12.0
Copiers,TEC-CO-10002313,1030,1200,2,2,103.0,103.0,1236.0
Storage,OFF-ST-10002790,60,70,1,5,6.0,6.0,72.0
Supplies,OFF-SU-10001664,20,30,3,3,2.0,2.0,24.0
Fasteners,OFF-FA-10001332,20,20,6,2,2.0,2.0,24.0
Tables,FUR-TA-10003473,480,530,2,3,48.0,48.0,576.0
Paper,OFF-PA-10000605,10,10,2,5,1.0,1.0,12.0
Phones,TEC-PH-10002170,180,210,3,4,18.0,18.0,216.0
Tables,FUR-TA-10004147,420,450,4,3,42.0,42.0,504.0
Accessories,TEC-AC-10003911,450,480,3,2,45.0,45.0,540.0
Art,OFF-AR-10002578,10,10,3,3,1.0,1.0,12.0
Art,OFF-AR-10001761,10,10,2,3,1.0,1.0,12.0
Accessories,TEC-AC-10001553,30,40,3,4,3.0,3.0,36.0
Binders,OFF-BI-10000309,10,10,3,3,1.0,1.0,12.0
Phones,TEC-PH-10003095,80,90,5,5,8.0,8.0,96.0
Furnishings,FUR-FU-10001876,80,80,3,2,8.0,8.0,96.0
Storage,OFF-ST-10001522,120,150,2,3,12.0,12.0,144.0
Paper,OFF-PA-10000300,50,50,3,5,5.0,5.0,60.0
Appliances,OFF-AP-10001469,220,250,6,5,22.0,22.0,264.0
Accessories,TEC-AC-10001553,30,40,3,2,3.0,3.0,36.0
Paper,OFF-PA-10004041,30,30,5,4,3.0,3.0,36.0
Binders,OFF-BI-10002764,0,0,2,3,0.0,0.0,0.0
Accessories,TEC-AC-10001114,140,160,4,4,14.0,14.0,168.0
Art,OFF-AR-10001615,50,60,3,2,5.0,5.0,60.0
Envelopes,OFF-EN-10000461,20,20,2,4,2.0,2.0,24.0
Binders,OFF-BI-10004506,10,10,2,3,1.0,1.0,12.0
Appliances,OFF-AP-10000027,30,40,3,2,3.0,3.0,36.0
Chairs,FUR-CH-10003981,170,180,1,2,17.0,17.0,204.0
Appliances,OFF-AP-10003849,260,290,1,2,26.0,26.0,312.0
Storage,OFF-ST-10004963,20,20,2,5,2.0,2.0,24.0
Storage,OFF-ST-10002574,300,330,3,4,30.0,30.0,360.0
Art,OFF-AR-10001761,20,20,3,2,2.0,2.0,24.0
Art,OFF-AR-10000716,20,20,4,2,2.0,2.0,24.0
Accessories,TEC-AC-10002637,370,430,3,3,37.0,37.0,444.0
Chairs,FUR-CH-10003774,280,290,4,3,28.0,28.0,336.0
Envelopes,OFF-EN-10000927,90,110,4,4,9.0,9.0,108.0
Paper,OFF-PA-10000743,10,10,2,4,1.0,1.0,12.0
Paper,OFF-PA-10000697,20,20,4,3,2.0,2.0,24.0
Art,OFF-AR-10004441,10,10,3,2,1.0,1.0,12.0
Paper,OFF-PA-10001870,20,20,3,2,2.0,2.0,24.0
Binders,OFF-BI-10003684,60,70,4,4,6.0,6.0,72.0
Art,OFF-AR-10001315,10,10,9,3,1.0,1.0,12.0
Phones,TEC-PH-10003589,80,90,5,4,8.0,8.0,96.0
Paper,OFF-PA-10001609,10,10,2,2,1.0,1.0,12.0
Accessories,TEC-AC-10000474,80,90,1,5,8.0,8.0,96.0
Phones,TEC-PH-10003095,40,40,2,4,4.0,4.0,48.0
Paper,OFF-PA-10001639,20,30,4,5,2.0,2.0,24.0
Binders,OFF-BI-10002003,10,10,2,3,1.0,1.0,12.0
Phones,TEC-PH-10004539,490,570,3,4,49.0,49.0,588.0
Art,OFF-AR-10003829,10,10,3,2,1.0,1.0,12.0
Accessories,TEC-AC-10004761,30,30,2,5,3.0,3.0,36.0
Fasteners,OFF-FA-10003472,10,10,6,5,1.0,1.0,12.0
Furnishings,FUR-FU-10003464,50,60,3,2,5.0,5.0,60.0
Storage,OFF-ST-10003716,400,450,2,3,40.0,40.0,480.0
Binders,OFF-BI-10004002,30,30,2,5,3.0,3.0,36.0
Phones,TEC-PH-10002496,430,470,3,3,43.0,43.0,516.0
Binders,OFF-BI-10004826,30,30,2,4,3.0,3.0,36.0
Furnishings,FUR-FU-10001546,20,20,2,5,2.0,2.0,24.0
Art,OFF-AR-10001919,0,0,2,3,0.0,0.0,0.0
Paper,OFF-PA-10002558,230,270,7,5,23.0,23.0,276.0
Accessories,TEC-AC-10003174,360,430,5,3,36.0,36.0,432.0
Phones,TEC-PH-10003988,30,40,4,2,3.0,3.0,36.0
Furnishings,FUR-FU-10004845,140,150,3,3,14.0,14.0,168.0
Paper,OFF-PA-10003072,20,20,3,3,2.0,2.0,24.0
Paper,OFF-PA-10003641,30,40,2,3,3.0,3.0,36.0
Paper,OFF-PA-10003729,10,10,2,5,1.0,1.0,12.0
